order_id,date,time,customer_id,total_payment
155,2015-01-03,15:28:59,5113,69.25
156,2015-01-03,15:42:19,1345,36.75
157,2015-01-03,15:43:03,3365,69.5
158,2015-01-03,15:54:30,5308,33.5
159,2015-01-03,15:59:22,4597,34.7
160,2015-01-03,16:35:33,3695,16.0
161,2015-01-03,16:43:46,2161,52.5
162,2015-01-03,16:51:22,2128,12.0
163,2015-01-03,16:54:54,2093,44.5
164,2015-01-03,16:56:33,4196,33.25
165,2015-01-03,16:57:37,5842,16.5
166,2015-01-03,16:58:51,3765,12.5
167,2015-01-03,17:00:49,672,49.75
168,2015-01-03,17:02:27,2130,28.0
169,2015-01-03,17:15:48,2277,46.2
170,2015-01-03,17:21:31,1535,16.5
171,2015-01-03,17:23:03,3750,16.0
172,2015-01-03,17:29:24,6468,49.25
173,2015-01-03,17:35:30,6536,53.0
174,2015-01-03,17:37:49,2551,65.5
175,2015-01-03,17:50:51,3897,20.75
176,2015-01-03,17:51:57,3538,37.25
177,2015-01-03,17:54:36,2204,32.75
178,2015-01-03,18:15:03,226,20.75
179,2015-01-03,18:20:14,2880,44.75
180,2015-01-03,18:33:34,5246,41.25
181,2015-01-03,18:49:32,1451,20.25
182,2015-01-03,18:50:10,2099,44.4
183,2015-01-03,18:54:55,6204,49.25
184,2015-01-03,18:59:05,5489,16.5
185,2015-01-03,19:08:33,3208,28.75
186,2015-01-03,19:36:00,6875,82.5
187,2015-01-03,19:37:12,1469,39.25
188,2015-01-03,20:08:39,5224,49.0
189,2015-01-03,20:12:14,5811,36.75
190,2015-01-03,20:14:23,6108,67.25
191,2015-01-03,20:24:50,1325,37.5
192,2015-01-03,20:30:08,4706,33.0
193,2015-01-03,20:55:47,6249,70.25
194,2015-01-03,21:21:24,4443,12.75
195,2015-01-03,21:25:20,3751,20.75
196,2015-01-03,21:40:14,5137,44.75
197,2015-01-03,21:47:48,2478,80.2
198,2015-01-03,21:55:42,4769,32.75
199,2015-01-03,22:10:38,4387,16.75
200,2015-01-03,22:24:05,3619,25.5
201,2015-01-03,22:29:59,5088,83.25
202,2015-01-03,22:50:29,1366,12.75
203,2015-01-04,11:30:48,3749,67.0
204,2015-01-04,11:36:25,708,20.75
205,2015-01-04,11:43:54,2422,42.0
206,2015-01-04,11:45:10,116,46.5
207,2015-01-04,12:03:58,2113,20.75
208,2015-01-04,12:12:05,2394,78.75
209,2015-01-04,12:29:17,3078,20.75
210,2015-01-04,12:34:13,2510,12.0
211,2015-01-04,12:54:20,1838,9.75
212,2015-01-04,13:16:03,1764,20.5
213,2015-01-04,13:20:39,4891,17.95
214,2015-01-04,13:39:16,1145,65.5
215,2015-01-04,13:44:49,6921,12.0
216,2015-01-04,14:31:56,4325,51.75
217,2015-01-04,14:35:03,415,28.0
218,2015-01-04,14:35:11,2955,16.5
219,2015-01-04,14:42:01,1867,71.75
220,2015-01-04,15:31:59,3169,63.75
221,2015-01-04,15:33:18,3391,47.0
222,2015-01-04,15:46:38,957,30.2
223,2015-01-04,16:08:20,1845,11.0
224,2015-01-04,16:39:58,2864,66.0
225,2015-01-04,16:41:48,4131,50.25
226,2015-01-04,16:59:39,607,20.5
227,2015-01-04,17:24:39,6017,32.75
228,2015-01-04,17:31:24,1470,12.75
229,2015-01-04,17:37:57,6792,54.25
230,2015-01-04,17:58:38,824,16.75
231,2015-01-04,18:04:18,4714,45.25
232,2015-01-04,18:21:59,2181,37.5
233,2015-01-04,18:26:51,3599,12.0
234,2015-01-04,18:36:09,1411,45.25
235,2015-01-04,18:51:30,6307,16.75
236,2015-01-04,19:21:04,1789,36.5
237,2015-01-04,19:27:48,2893,12.0
238,2015-01-04,19:45:15,5301,20.75
239,2015-01-04,19:57:52,4744,37.5
240,2015-01-04,20:10:24,4694,14.75
241,2015-01-04,20:11:25,4169,37.0
242,2015-01-04,20:15:29,169,53.0
243,2015-01-04,20:26:17,3137,33.0
244,2015-01-04,20:26:22,4618,33.25
245,2015-01-04,20:28:41,3811,41.5
246,2015-01-04,20:30:48,6612,32.0
247,2015-01-04,20:55:29,562,42.0
248,2015-01-04,20:58:19,2457,31.25
249,2015-01-04,21:06:16,6048,33.0
250,2015-01-04,21:07:05,3052,14.75
251,2015-01-04,21:10:05,5421,16.0
252,2015-01-04,22:13:15,3532,16.5
253,2015-01-04,22:16:18,619,23.65
254,2015-01-04,22:22:13,553,62.9
255,2015-01-05,11:23:35,5230,67.0
256,2015-01-05,11:56:06,6478,17.5
257,2015-01-05,11:59:04,4959,41.5
258,2015-01-05,11:59:23,4140,16.0
259,2015-01-05,12:04:25,4113,15.25
260,2015-01-05,12:06:27,957,39.0
261,2015-01-05,12:38:29,4748,23.65
262,2015-01-05,12:42:01,2667,16.75
263,2015-01-05,12:57:22,3135,20.75
264,2015-01-05,13:03:59,4151,16.0
265,2015-01-05,13:04:42,6500,74.0
266,2015-01-05,13:09:29,3723,16.5
267,2015-01-05,13:37:50,687,50.2
268,2015-01-05,13:40:46,5038,30.5
269,2015-01-05,13:49:34,141,16.75
270,2015-01-05,14:09:02,6212,62.25
271,2015-01-05,14:22:19,1466,210.5
272,2015-01-05,14:24:05,2352,16.5
273,2015-01-05,14:28:00,2407,12.5
274,2015-01-05,14:36:33,3334,38.7
275,2015-01-05,14:38:14,6038,65.0
276,2015-01-05,15:18:18,2457,39.25
277,2015-01-05,15:41:50,4903,14.75
278,2015-01-05,15:49:21,1720,37.5
279,2015-01-05,16:07:03,75,33.5
280,2015-01-05,16:20:23,2199,32.5
281,2015-01-05,16:33:48,6829,12.25
282,2015-01-05,16:49:38,5091,72.0
283,2015-01-05,16:51:43,2041,16.0
284,2015-01-05,16:58:16,6824,41.25
285,2015-01-05,16:58:38,5133,20.75
286,2015-01-05,17:01:23,4650,37.25
287,2015-01-05,17:30:09,101,55.75
288,2015-01-05,17:32:44,4696,65.15
289,2015-01-05,17:36:23,1235,18.5
290,2015-01-05,17:41:16,3803,28.0
291,2015-01-05,17:44:39,5915,69.0
292,2015-01-05,17:48:59,6879,36.75
293,2015-01-05,17:58:38,486,24.75
294,2015-01-05,18:16:35,4698,58.25
295,2015-01-05,18:20:12,4671,16.75
296,2015-01-05,18:46:54,5264,40.75
297,2015-01-05,19:02:18,4073,16.75
298,2015-01-05,19:10:36,6261,58.25
299,2015-01-05,19:34:31,427,28.0
300,2015-01-05,19:42:54,1510,49.25
301,2015-01-05,19:45:58,2533,20.5
302,2015-01-05,19:57:37,2625,20.75
303,2015-01-05,20:02:51,6351,37.75
304,2015-01-05,20:07:58,3169,30.75
305,2015-01-05,20:35:40,1960,44.0
306,2015-01-05,20:37:40,3160,38.5
307,2015-01-05,21:45:38,1382,37.25
308,2015-01-05,21:59:46,6792,46.75
309,2015-01-06,11:39:06,5826,35.0
310,2015-01-06,11:40:48,493,23.25
311,2015-01-06,11:57:27,3292,20.25
312,2015-01-06,12:05:21,3021,68.65
313,2015-01-06,12:09:09,3054,16.0
314,2015-01-06,12:11:58,3143,80.0
315,2015-01-06,12:17:40,1089,16.0
316,2015-01-06,12:29:34,2171,27.0
317,2015-01-06,12:31:00,6413,99.2
318,2015-01-06,12:45:14,4726,74.0
319,2015-01-06,12:46:22,3057,16.5
320,2015-01-06,12:46:40,2636,37.5
321,2015-01-06,12:56:21,616,20.75
322,2015-01-06,13:02:13,2915,74.25
323,2015-01-06,13:05:33,98,16.0
324,2015-01-06,13:06:44,4834,18.5
325,2015-01-06,13:07:32,499,24.0
326,2015-01-06,13:10:13,3020,37.5
327,2015-01-06,13:10:54,4494,16.0
328,2015-01-06,13:16:35,1818,20.25
329,2015-01-06,13:22:44,192,37.25
330,2015-01-06,13:27:11,5174,251.4
331,2015-01-06,13:43:30,5456,16.5
332,2015-01-06,14:12:01,3719,53.75
333,2015-01-06,14:16:36,5827,16.75
334,2015-01-06,14:24:18,1583,70.25
335,2015-01-06,14:24:47,2506,20.25
336,2015-01-06,14:51:41,778,20.75
337,2015-01-06,15:03:12,2396,31.75
338,2015-01-06,15:18:26,4262,66.5
339,2015-01-06,15:25:13,3479,16.5
340,2015-01-06,15:35:32,5717,12.5
341,2015-01-06,15:35:47,4164,26.5
342,2015-01-06,15:44:12,4030,41.0
343,2015-01-06,15:45:37,1012,33.25
344,2015-01-06,16:01:11,584,16.0
345,2015-01-06,16:01:47,2653,24.5
346,2015-01-06,16:30:00,4288,55.0
347,2015-01-06,16:37:17,6556,57.0
348,2015-01-06,16:49:12,2956,49.5
349,2015-01-06,17:25:58,1710,15.25
350,2015-01-06,17:37:05,6306,58.0
351,2015-01-06,17:37:29,4959,25.25
352,2015-01-06,17:45:48,5813,32.5
353,2015-01-06,17:59:48,5081,54.0
354,2015-01-06,18:01:44,1892,32.25
355,2015-01-06,18:14:45,3897,33.25
356,2015-01-06,18:16:05,5122,16.75
357,2015-01-06,18:27:58,4603,45.5
358,2015-01-06,18:30:12,733,16.5
359,2015-01-06,18:33:08,3010,36.75
360,2015-01-06,18:50:38,468,43.25
361,2015-01-06,19:12:38,2166,36.0
362,2015-01-06,19:13:36,386,37.0
363,2015-01-06,19:20:31,6614,40.5
364,2015-01-06,19:27:24,5403,42.0
365,2015-01-06,19:37:26,4382,47.5
366,2015-01-06,20:04:20,6714,20.5
367,2015-01-06,20:05:12,597,32.5
368,2015-01-06,20:28:16,1350,37.25
369,2015-01-06,20:30:06,52,16.0
370,2015-01-06,21:02:30,3645,28.45
371,2015-01-06,21:15:20,5350,12.5
372,2015-01-06,22:26:59,5214,12.0
373,2015-01-07,11:45:18,5560,49.0
374,2015-01-07,11:55:59,2260,41.25
375,2015-01-07,11:58:36,5234,16.0
376,2015-01-07,12:01:17,1130,45.75
377,2015-01-07,12:03:18,2724,34.0
378,2015-01-07,12:19:37,4936,12.75
379,2015-01-07,12:25:37,3675,20.75
380,2015-01-07,12:32:10,6432,33.0
381,2015-01-07,12:33:06,6152,16.75
382,2015-01-07,12:33:07,1250,28.75
383,2015-01-07,12:43:59,1280,16.5
384,2015-01-07,12:51:46,4998,54.5
385,2015-01-07,12:54:19,3672,20.25
386,2015-01-07,12:58:16,3136,46.0
387,2015-01-07,13:03:14,2291,102.5
388,2015-01-07,13:04:56,3535,57.5
389,2015-01-07,13:10:17,6872,20.75
390,2015-01-07,13:15:32,1724,17.5
391,2015-01-07,13:25:31,497,16.0
392,2015-01-07,13:36:47,3705,147.0
393,2015-01-07,13:48:31,1381,28.5
394,2015-01-07,14:02:18,4346,202.75
395,2015-01-07,14:11:08,1118,16.0
396,2015-01-07,14:12:21,6929,12.0
397,2015-01-07,14:31:10,5918,66.0
398,2015-01-07,14:56:26,1652,9.75
399,2015-01-07,15:47:49,2383,68.25
400,2015-01-07,16:03:07,6185,33.25
401,2015-01-07,16:08:35,3374,16.0
402,2015-01-07,16:24:46,5046,34.45
403,2015-01-07,16:26:10,891,45.75
404,2015-01-07,16:39:27,3099,20.75
405,2015-01-07,16:44:16,1209,20.25
406,2015-01-07,16:50:49,2673,45.5
407,2015-01-07,16:56:42,3864,49.75
408,2015-01-07,17:09:09,3706,40.15
409,2015-01-07,17:15:04,735,15.25
410,2015-01-07,17:33:49,6061,65.5
411,2015-01-07,17:58:09,496,37.25
412,2015-01-07,18:07:46,3684,40.15
413,2015-01-07,18:11:32,4308,12.0
414,2015-01-07,18:13:22,6829,47.0
415,2015-01-07,18:16:23,5418,12.75
416,2015-01-07,18:17:42,4673,20.25
417,2015-01-07,18:24:40,1618,9.75
418,2015-01-07,18:40:11,2502,33.0
419,2015-01-07,19:02:31,2321,66.0
420,2015-01-07,19:04:40,4308,29.5
421,2015-01-07,19:21:58,3686,53.75
422,2015-01-07,19:30:25,3421,50.45
423,2015-01-07,19:45:07,1582,33.0
424,2015-01-07,20:01:28,5982,12.5
425,2015-01-07,20:21:19,5296,16.5
426,2015-01-07,20:25:45,1249,44.75
427,2015-01-07,21:49:00,5364,20.25
428,2015-01-07,22:05:00,1548,32.25
429,2015-01-07,22:16:53,5518,16.5
430,2015-01-07,22:46:13,4534,28.25
431,2015-01-08,11:17:13,4014,59.2
432,2015-01-08,11:39:07,5628,44.75
433,2015-01-08,11:49:50,1071,20.75
434,2015-01-08,11:54:14,4842,57.0
435,2015-01-08,12:06:09,6509,43.0
436,2015-01-08,12:07:21,649,60.5
437,2015-01-08,12:07:54,3807,16.75
438,2015-01-08,12:08:38,52,16.0
439,2015-01-08,12:13:08,2684,41.25
440,2015-01-08,12:16:34,4244,242.7
441,2015-01-08,12:16:58,1045,41.5
442,2015-01-08,12:28:49,6662,20.75
443,2015-01-08,12:34:20,3661,251.45
444,2015-01-08,12:40:05,5337,14.75
445,2015-01-08,12:57:39,3019,16.5
446,2015-01-08,12:58:01,3493,49.0
447,2015-01-08,13:02:00,283,18.5
448,2015-01-08,13:03:34,2302,41.25
449,2015-01-08,13:04:15,2820,20.75
450,2015-01-08,13:07:53,376,12.0
451,2015-01-08,13:19:06,6006,55.25
452,2015-01-08,13:24:11,5811,45.0
453,2015-01-08,13:27:14,5983,67.7
454,2015-01-08,13:31:40,1489,16.5
455,2015-01-08,13:39:14,5974,20.75
456,2015-01-08,13:47:53,3448,20.25
457,2015-01-08,13:59:04,3916,53.5
458,2015-01-08,14:00:05,6711,45.0
459,2015-01-08,14:14:02,6794,20.75
460,2015-01-08,14:19:58,5449,28.5
461,2015-01-08,14:21:19,1287,27.25
462,2015-01-08,14:38:41,1735,12.0
463,2015-01-08,14:40:28,6916,37.25
464,2015-01-08,14:49:01,2336,37.0
465,2015-01-08,14:55:23,5646,12.0
466,2015-01-08,15:30:10,2702,45.75
467,2015-01-08,15:33:13,5212,12.5
468,2015-01-08,15:36:12,5563,33.2
469,2015-01-08,15:37:18,5925,29.0
470,2015-01-08,15:49:13,6660,12.0
471,2015-01-08,16:20:26,3698,12.75
472,2015-01-08,16:29:50,484,37.75
473,2015-01-08,16:41:27,3862,49.75
474,2015-01-08,16:47:48,2522,21.75
475,2015-01-08,17:15:17,415,32.75
476,2015-01-08,17:27:56,5309,49.25
477,2015-01-08,17:30:04,5814,32.0
478,2015-01-08,17:35:56,35,33.0
479,2015-01-08,17:37:03,3671,59.5
480,2015-01-08,17:41:31,1174,12.5
481,2015-01-08,17:41:37,4607,21.75
482,2015-01-08,17:52:42,6738,49.25
483,2015-01-08,17:54:05,229,60.25
484,2015-01-08,18:02:54,1887,38.2
485,2015-01-08,18:07:31,1307,16.75
486,2015-01-08,18:15:08,5714,12.5
487,2015-01-08,18:30:16,3376,51.0
488,2015-01-08,18:46:02,1024,16.0
489,2015-01-08,18:48:43,3200,20.75
490,2015-01-08,18:49:24,3146,44.0
491,2015-01-08,19:01:12,2844,64.5
492,2015-01-08,19:06:21,4301,53.0
493,2015-01-08,19:31:47,6599,20.75
494,2015-01-08,19:38:40,619,77.45
495,2015-01-08,19:42:52,6300,36.75
496,2015-01-08,19:46:18,3434,29.0
497,2015-01-08,19:49:26,5705,12.0
498,2015-01-08,20:02:25,5147,16.5
499,2015-01-08,21:10:46,2777,60.7
500,2015-01-08,21:46:49,1306,16.0
501,2015-01-08,21:51:31,6801,44.0
502,2015-01-08,22:26:08,4104,16.75
503,2015-01-09,11:16:21,5610,31.5
504,2015-01-09,11:48:18,4730,20.5
505,2015-01-09,11:55:10,4787,38.0
506,2015-01-09,12:02:09,1378,16.0
507,2015-01-09,12:06:03,5896,12.75
508,2015-01-09,12:13:32,358,42.0
509,2015-01-09,12:13:58,732,20.75
510,2015-01-09,12:15:03,860,69.5
511,2015-01-09,12:18:21,1414,18.5
512,2015-01-09,12:19:24,2058,16.75
513,2015-01-09,12:22:48,5230,70.7
514,2015-01-09,12:26:47,6420,12.0
515,2015-01-09,13:07:37,2223,41.0
516,2015-01-09,13:09:09,5103,40.75
517,2015-01-09,13:09:11,5439,16.0
518,2015-01-09,13:11:25,2899,45.0
519,2015-01-09,13:15:20,2676,12.5
520,2015-01-09,13:22:33,3482,20.75
521,2015-01-09,13:43:07,3171,12.75
522,2015-01-09,14:09:33,5821,212.9
523,2015-01-09,14:42:14,386,16.5
524,2015-01-09,14:51:35,3160,29.0
525,2015-01-09,15:08:46,6014,15.25
526,2015-01-09,15:10:13,1790,39.25
527,2015-01-09,15:23:37,1171,38.7
528,2015-01-09,15:27:21,1623,16.0
529,2015-01-09,15:31:01,5426,60.25
530,2015-01-09,15:43:01,3195,37.0
531,2015-01-09,15:58:10,25,33.0
532,2015-01-09,16:14:28,5691,33.25
533,2015-01-09,16:28:43,4090,64.75
534,2015-01-09,16:43:32,4023,41.5
535,2015-01-09,17:08:47,5007,16.0
536,2015-01-09,17:18:50,6086,44.4
537,2015-01-09,17:23:52,2843,43.25
538,2015-01-09,17:44:04,942,20.75
539,2015-01-09,17:51:34,5311,55.5
540,2015-01-09,17:52:41,5791,20.75
541,2015-01-09,18:07:47,5679,12.0
542,2015-01-09,18:08:06,4353,37.25
543,2015-01-09,18:23:59,2212,52.75
544,2015-01-09,18:31:04,4808,32.25
545,2015-01-09,18:46:28,4692,66.5
546,2015-01-09,18:47:27,4793,12.0
547,2015-01-09,18:49:23,6142,12.0
548,2015-01-09,19:06:09,6323,16.5
549,2015-01-09,19:06:34,746,32.75
550,2015-01-09,19:12:59,2960,32.0
551,2015-01-09,19:26:24,6322,71.2
552,2015-01-09,19:31:25,498,49.5
553,2015-01-09,20:14:47,982,20.25
554,2015-01-09,20:15:51,3002,28.75
555,2015-01-09,20:18:25,6540,23.25
556,2015-01-09,20:23:12,5612,43.45
557,2015-01-09,20:30:06,33,24.75
558,2015-01-09,20:51:10,5344,13.25
559,2015-01-09,21:10:16,6249,12.0
560,2015-01-09,21:13:48,5208,32.5
561,2015-01-09,21:47:56,1951,12.5
562,2015-01-09,22:04:05,3896,16.75
563,2015-01-09,22:19:03,1182,32.25
564,2015-01-09,22:32:32,5449,45.25
565,2015-01-10,12:11:19,3252,12.75
566,2015-01-10,12:21:19,1194,20.75
567,2015-01-10,12:27:47,1185,184.25
568,2015-01-10,12:28:53,5716,20.25
569,2015-01-10,12:37:10,2314,41.5
570,2015-01-10,13:13:59,3635,36.75
571,2015-01-10,13:14:47,335,12.0
572,2015-01-10,13:15:32,6131,16.75
573,2015-01-10,13:39:33,166,34.5
574,2015-01-10,13:40:54,6391,16.75
575,2015-01-10,13:41:04,3599,72.25
576,2015-01-10,13:44:22,4938,40.75
577,2015-01-10,13:45:00,2421,36.25
578,2015-01-10,13:48:49,4968,86.25
579,2015-01-10,13:51:19,6102,12.0
580,2015-01-10,13:56:01,5501,30.0
581,2015-01-10,14:13:01,11,20.25
582,2015-01-10,14:24:14,4386,20.25
583,2015-01-10,14:33:19,1449,20.75
584,2015-01-10,15:05:29,3997,24.75
585,2015-01-10,15:58:42,6789,43.9
586,2015-01-10,16:09:57,3338,32.75
587,2015-01-10,16:32:36,273,33.25
588,2015-01-10,16:33:36,6193,12.75
589,2015-01-10,17:12:39,6087,40.5
590,2015-01-10,17:23:39,958,18.5
591,2015-01-10,17:32:54,6882,51.45
592,2015-01-10,17:41:55,4875,48.0
593,2015-01-10,17:48:57,6539,41.5
594,2015-01-10,17:50:19,3269,20.25
595,2015-01-10,18:12:28,5819,37.0
596,2015-01-10,18:24:07,1032,23.5
597,2015-01-10,18:32:36,6469,53.75
598,2015-01-10,18:34:14,871,20.75
599,2015-01-10,18:34:27,4303,20.75
600,2015-01-10,18:53:52,4715,61.95
601,2015-01-10,18:58:19,6715,49.25
602,2015-01-10,19:02:27,188,20.75
603,2015-01-10,19:03:11,6859,16.0
604,2015-01-10,19:13:29,4423,29.0
605,2015-01-10,19:23:51,5779,38.0
606,2015-01-10,19:27:18,5069,15.25
607,2015-01-10,19:36:16,5798,54.0
608,2015-01-10,19:36:33,6663,62.5
609,2015-01-10,19:39:32,5556,17.95
610,2015-01-10,19:51:02,6256,27.25
611,2015-01-10,19:58:10,5332,72.75
612,2015-01-10,19:58:15,4013,65.5
613,2015-01-10,20:10:44,2938,12.0
614,2015-01-10,20:12:33,1848,20.75
615,2015-01-10,20:14:03,2701,35.25
616,2015-01-10,20:20:10,6846,36.75
617,2015-01-10,20:27:26,1084,37.5
618,2015-01-10,20:31:14,6129,33.0
619,2015-01-10,20:41:58,538,20.5
620,2015-01-10,20:45:45,4693,66.0
621,2015-01-10,20:49:29,6198,75.2
622,2015-01-10,20:57:41,2284,37.25
623,2015-01-10,21:21:21,1562,37.25
624,2015-01-10,21:22:44,2013,32.75
625,2015-01-10,21:50:23,4057,36.75
626,2015-01-10,21:55:12,1789,30.75
627,2015-01-10,22:18:35,2430,36.5
628,2015-01-10,22:47:17,3674,57.25
629,2015-01-10,22:48:39,5493,70.0
630,2015-01-11,11:42:08,790,12.25
631,2015-01-11,11:44:36,3901,15.25
632,2015-01-11,11:44:52,3447,12.0
633,2015-01-11,11:51:45,2427,56.25
634,2015-01-11,12:14:15,6683,15.25
635,2015-01-11,12:18:31,6701,155.75
636,2015-01-11,12:34:44,6703,16.0
637,2015-01-11,12:44:10,4353,36.5
638,2015-01-11,12:49:26,6197,20.25
